#Ligand,Compound,SMILE,TotalEnergy,VDW,HBond,Elec,AverConPair,Library
Mtb_MraY_ligandless_BS-Top20_3d-4.pdb,Top20,CCn1cc([N+](=O)[O-])c(C(=O)NCc2cc(O)nc(CN(C(=O)c3cc([N+](=O)[O-])cnc3O)C(=O)c3cnc4cc5c(cc4c3O)OCCO5)n2)n1,-148.586,-128.493,-23.3278,3.23486,19.8077,Edward_predict
Mtb_MraY_ligandless_BS-Top21_3d-0.pdb,Top21,O=C(CCc1nc(-c2nnc[nH]2)no1)N1CCn2c(nnc2CN(C(=O)CCc2nc(-c3nnc[nH]3)no2)C(=O)CCc2nc(-c3nnc[nH]3)no2)C1,-153.328,-97.1418,-56.1865,0,20.3585,Edward_predict
Mtb_MraY_ligandless_BS-Top21_3d-1.pdb,Top21,O=C(CCc1nc(-c2nnc[nH]2)no1)N1CCn2c(nnc2CN(C(=O)CCc2nc(-c3nnc[nH]3)no2)C(=O)CCc2nc(-c3nnc[nH]3)no2)C1,-153.532,-93.6841,-59.8479,0,19.2642,Edward_predict
Mtb_MraY_ligandless_BS-Top21_3d-2.pdb,Top21,O=C(CCc1nc(-c2nnc[nH]2)no1)N1CCn2c(nnc2CN(C(=O)CCc2nc(-c3nnc[nH]3)no2)C(=O)CCc2nc(-c3nnc[nH]3)no2)C1,-148.355,-112.355,-36,0,16.0755,Edward_predict
Mtb_MraY_ligandless_BS-Top21_3d-3.pdb,Top21,O=C(CCc1nc(-c2nnc[nH]2)no1)N1CCn2c(nnc2CN(C(=O)CCc2nc(-c3nnc[nH]3)no2)C(=O)CCc2nc(-c3nnc[nH]3)no2)C1,-142.391,-113.057,-29.3345,0,17.9057,Edward_predict
Mtb_MraY_ligandless_BS-Top21_3d-4.pdb,Top21,O=C(CCc1nc(-c2nnc[nH]2)no1)N1CCn2c(nnc2CN(C(=O)CCc2nc(-c3nnc[nH]3)no2)C(=O)CCc2nc(-c3nnc[nH]3)no2)C1,-136.465,-117.304,-19.1611,0,16.1887,Edward_predict
Mtb_MraY_ligandless_BS-Top22_3d-0.pdb,Top22,O=C(NCCCN(Cc1cccnc1)C(=O)CN(C(=O)c1ccc2[nH]nnc2c1)C(=O)c1ccccc1NS(=O)(=O)c1ccc2[nH]c(=O)[nH]c2c1)c1sccc1-n1cnnn1,-162.978,-136.718,-26.2598,0,15.7541,Edward_predict
Mtb_MraY_ligandless_BS-Top22_3d-1.pdb,Top22,O=C(NCCCN(Cc1cccnc1)C(=O)CN(C(=O)c1ccc2[nH]nnc2c1)C(=O)c1ccccc1NS(=O)(=O)c1ccc2[nH]c(=O)[nH]c2c1)c1sccc1-n1cnnn1,-148.455,-123.529,-24.926,0,15.3934,Edward_predict
Mtb_MraY_ligandless_BS-Top22_3d-2.pdb,Top22,O=C(NCCCN(Cc1cccnc1)C(=O)CN(C(=O)c1ccc2[nH]nnc2c1)C(=O)c1ccccc1NS(=O)(=O)c1ccc2[nH]c(=O)[nH]c2c1)c1sccc1-n1cnnn1,-131.316,-97.8299,-33.4859,0,12.3443,Edward_predict
Mtb_MraY_ligandless_BS-Top22_3d-3.pdb,Top22,O=C(NCCCN(Cc1cccnc1)C(=O)CN(C(=O)c1ccc2[nH]nnc2c1)C(=O)c1ccccc1NS(=O)(=O)c1ccc2[nH]c(=O)[nH]c2c1)c1sccc1-n1cnnn1,-170.294,-141.158,-29.1358,0,18.7541,Edward_predict
Mtb_MraY_ligandless_BS-Top22_3d-4.pdb,Top22,O=C(NCCCN(Cc1cccnc1)C(=O)CN(C(=O)c1ccc2[nH]nnc2c1)C(=O)c1ccccc1NS(=O)(=O)c1ccc2[nH]c(=O)[nH]c2c1)c1sccc1-n1cnnn1,-145.069,-103.002,-42.0666,0,14,Edward_predict
Mtb_MraY_ligandless_BS-Top23_3d-0.pdb,Top23,Cc1nnnn1-c1cc(F)cc(C(=O)N(C(=O)c2cccc(Nc3nnn[nH]3)c2)c2ncc3nn[nH]c3n2)c1,-127.637,-87.585,-40.0516,0,16.8205,Edward_predict
Mtb_MraY_ligandless_BS-Top23_3d-1.pdb,Top23,Cc1nnnn1-c1cc(F)cc(C(=O)N(C(=O)c2cccc(Nc3nnn[nH]3)c2)c2ncc3nn[nH]c3n2)c1,-140.999,-106.704,-34.2949,0,23.9487,Edward_predict
Mtb_MraY_ligandless_BS-Top23_3d-2.pdb,Top23,Cc1nnnn1-c1cc(F)cc(C(=O)N(C(=O)c2cccc(Nc3nnn[nH]3)c2)c2ncc3nn[nH]c3n2)c1,-142.144,-92.9441,-49.1997,0,22.1282,Edward_predict
Mtb_MraY_ligandless_BS-Top23_3d-3.pdb,Top23,Cc1nnnn1-c1cc(F)cc(C(=O)N(C(=O)c2cccc(Nc3nnn[nH]3)c2)c2ncc3nn[nH]c3n2)c1,-136.417,-88.7649,-47.6518,0,22.8462,Edward_predict
Mtb_MraY_ligandless_BS-Top23_3d-4.pdb,Top23,Cc1nnnn1-c1cc(F)cc(C(=O)N(C(=O)c2cccc(Nc3nnn[nH]3)c2)c2ncc3nn[nH]c3n2)c1,-139.064,-93.3195,-45.7448,0,17.2051,Edward_predict
Mtb_MraY_ligandless_BS-Top2_3d-0.pdb,Top2,N#Cc1ccc(N2C(=O)NC(CCC(=O)N(Nc3ccc(-c4cccc(C(F)(F)F)c4)nn3)C(=O)CCc3ccccc3N=[N+]=[N-])C2=O)cc1,-135.52,-100.219,-35.2297,-0.0706406,17.74,Edward_predict
Mtb_MraY_ligandless_BS-Top2_3d-1.pdb,Top2,N#Cc1ccc(N2C(=O)NC(CCC(=O)N(Nc3ccc(-c4cccc(C(F)(F)F)c4)nn3)C(=O)CCc3ccccc3N=[N+]=[N-])C2=O)cc1,-123.513,-95.1549,-28.6174,0.258877,15.66,Edward_predict
Mtb_MraY_ligandless_BS-Top2_3d-2.pdb,Top2,N#Cc1ccc(N2C(=O)NC(CCC(=O)N(Nc3ccc(-c4cccc(C(F)(F)F)c4)nn3)C(=O)CCc3ccccc3N=[N+]=[N-])C2=O)cc1,-129.077,-115.203,-13.791,-0.0828046,18.14,Edward_predict
Mtb_MraY_ligandless_BS-Top2_3d-3.pdb,Top2,N#Cc1ccc(N2C(=O)NC(CCC(=O)N(Nc3ccc(-c4cccc(C(F)(F)F)c4)nn3)C(=O)CCc3ccccc3N=[N+]=[N-])C2=O)cc1,-120.496,-100.881,-19.6152,0,14.38,Edward_predict
Mtb_MraY_ligandless_BS-Top2_3d-4.pdb,Top2,N#Cc1ccc(N2C(=O)NC(CCC(=O)N(Nc3ccc(-c4cccc(C(F)(F)F)c4)nn3)C(=O)CCc3ccccc3N=[N+]=[N-])C2=O)cc1,-145.149,-117.506,-27.0894,-0.553377,16.7,Edward_predict
Mtb_MraY_ligandless_BS-Top24_3d-0.pdb,Top24,COc1cc(C=C2CCc3c2nc2ccccc2c3C(=O)N(Cc2nnc(CO)[nH]2)C(=O)c2cnncc2O)cc(OC)c1OC,-139.308,-92.8814,-46.4262,0,15.6087,Edward_predict
Mtb_MraY_ligandless_BS-Top24_3d-1.pdb,Top24,COc1cc(C=C2CCc3c2nc2ccccc2c3C(=O)N(Cc2nnc(CO)[nH]2)C(=O)c2cnncc2O)cc(OC)c1OC,-138.413,-98.9648,-39.4479,0,15,Edward_predict
Mtb_MraY_ligandless_BS-Top24_3d-2.pdb,Top24,COc1cc(C=C2CCc3c2nc2ccccc2c3C(=O)N(Cc2nnc(CO)[nH]2)C(=O)c2cnncc2O)cc(OC)c1OC,-140.983,-104.394,-36.589,0,20.7391,Edward_predict
Mtb_MraY_ligandless_BS-Top24_3d-3.pdb,Top24,COc1cc(C=C2CCc3c2nc2ccccc2c3C(=O)N(Cc2nnc(CO)[nH]2)C(=O)c2cnncc2O)cc(OC)c1OC,-118.855,-106.112,-12.743,0,16.8043,Edward_predict
Mtb_MraY_ligandless_BS-Top24_3d-4.pdb,Top24,COc1cc(C=C2CCc3c2nc2ccccc2c3C(=O)N(Cc2nnc(CO)[nH]2)C(=O)c2cnncc2O)cc(OC)c1OC,-123.445,-110.445,-13,0,15.9565,Edward_predict
Mtb_MraY_ligandless_BS-Top25_3d-0.pdb,Top25,N#Cc1c(CCCNC(=O)CCc2nnc(-c3cc4ccccc4o3)o2)nn(-c2ccc(F)cc2)c1NC(=O)NCCn1ncnn1,-144.864,-117.934,-26.9308,0,20.383,Edward_predict
Mtb_MraY_ligandless_BS-Top25_3d-1.pdb,Top25,N#Cc1c(CCCNC(=O)CCc2nnc(-c3cc4ccccc4o3)o2)nn(-c2ccc(F)cc2)c1NC(=O)NCCn1ncnn1,-137.523,-119.57,-17.9535,0,19.4681,Edward_predict
Mtb_MraY_ligandless_BS-Top25_3d-2.pdb,Top25,N#Cc1c(CCCNC(=O)CCc2nnc(-c3cc4ccccc4o3)o2)nn(-c2ccc(F)cc2)c1NC(=O)NCCn1ncnn1,-122.873,-111.573,-11.2998,0,18.1915,Edward_predict
Mtb_MraY_ligandless_BS-Top25_3d-3.pdb,Top25,N#Cc1c(CCCNC(=O)CCc2nnc(-c3cc4ccccc4o3)o2)nn(-c2ccc(F)cc2)c1NC(=O)NCCn1ncnn1,-145.72,-113.342,-32.3773,0,19.9149,Edward_predict
